지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
제주시,"66,504","19,819,923","99,212","22,179",0
서귀포시,"34,880","7,330,040","35,510","1,639",0
