지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
동구,"14,042","5,182,509","30,463","32,664",0
서구,"16,815","13,358,137","61,793","92,921",757
남구,"17,801","9,912,076","37,127","59,571",0
북구,"28,906","18,790,964","82,429","121,757","4,691"
광산구,"21,922","17,073,741","76,379","91,542","20,770"
