지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
중구,"9,556","4,802,480","29,054","23,491",0
동구,"26,913","14,068,113","60,644","87,386","3,580"
서구,"24,153","6,417,287","29,557","41,340","1,792"
남구,"20,960","6,595,015","31,683","45,888",0
북구,"23,005","18,860,329","77,000","119,137",0
수성구,"24,428","19,476,382","77,440","128,295",0
달서구,"25,174","23,223,424","100,459","96,403","60,398"
달성군,"13,730","9,979,350","41,543","46,368","12,393"
