지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
중구,"10,710","4,903,494","32,768","26,042",0
동구,"28,983","14,112,548","62,491","86,680","3,234"
서구,"26,454","6,769,691","32,230","42,277","1,838"
남구,"22,350","6,689,716","32,931","45,833",0
북구,"23,716","18,393,229","77,649","123,083",0
수성구,"25,817","19,314,869","80,226","130,268",0
달서구,"25,770","22,894,392","99,298","99,738","59,988"
달성군,"13,841","9,575,712","39,963","45,194","12,339"
