지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
중구,"17,101","9,088,617","36,554","61,903",0
남구,"17,139","14,718,201","59,003","91,816",0
동구,"8,761","6,320,115","26,283","43,755",0
북구,"8,991","9,050,108","30,958","56,738",0
울주군,"22,307","9,637,377","43,614","58,064",0
