지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
중구,"17,960","9,040,909","37,653","64,658",0
남구,"17,852","14,399,162","61,544","96,315",0
동구,"8,821","6,294,269","26,416","46,789",0
북구,"8,799","8,003,215","28,834","52,018",0
울주군,"22,113","9,145,790","42,555","55,730",0
