지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
동구,"12,655","5,884,025","29,390","35,342",0
서구,"16,338","13,750,606","60,892","91,525",788
남구,"16,912","10,531,170","37,180","60,581",0
북구,"27,503","19,626,235","85,552","123,581","4,513"
광산구,"20,717","18,163,335","79,571","97,082","21,822"
