지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
동구,"22,012","9,769,318","44,919","57,901",0
중구,"21,708","11,056,774","50,324","67,227",0
서구,"23,451","21,797,113","91,003","111,995","19,412"
유성구,"14,341","18,472,781","81,480","84,581","26,301"
대덕구,"14,056","7,517,423","34,633","43,207","3,397"
