지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
동구,"12,892","5,569,543","29,097","33,200",0
서구,"16,562","13,654,972","60,300","91,020",712
남구,"17,216","10,417,924","36,834","59,676",0
북구,"27,702","19,098,568","84,154","120,961","4,616"
광산구,"21,435","17,683,533","77,509","93,489","21,824"
