지역,건물동수,연면적,에너지사용량(TOE)/전기,에너지사용량(TOE)/도시가스,에너지사용량(TOE)/지역난방
중구,"17,790","9,141,057","36,450","60,214",0
남구,"17,783","14,581,144","59,115","90,286",0
동구,"8,794","6,298,350","25,583","42,887",0
북구,"8,839","8,779,584","29,368","51,675",0
울주군,"22,248","9,521,832","42,064","53,549",0
